protein_name,uniprot_id,alphafold_id,mw_da,sequence_length,theoretical_pI,net_charge_at_ph,sasa_total_A2,radius_gyration_A,max_dimension_A,min_dimension_A,aspect_ratio,surface_pos_residue_frac,surface_neg_residue_frac,surface_hydrophobic_frac,surface_polar_frac,surface_hbond_donor_density,surface_hbond_acceptor_density,pos_patch_count,neg_patch_count,hyd_patch_count,max_pos_patch_area_A2,max_neg_patch_area_A2,max_hyd_patch_area_A2,pdb_id_or_alphafold_id,source,ph_assumed,ionic_strength_mM,buffer,surface_net_charge_index,surface_aromatic_frac,max_pos_patch_size_res,max_neg_patch_size_res,surface_residue_count,alphafold_pdb_url,sasa_per_residue_A2,net_charge_per_sasa,max_hyd_patch_size_res,alphafold_version,effective_diameter_A,effective_size_geom_A,shape_anisotropy_index,ph_distance_from_neutral,mw_da_norm,sequence_length_norm,theoretical_pI_norm,net_charge_at_ph_norm,sasa_total_A2_norm,radius_gyration_A_norm,max_dimension_A_norm,min_dimension_A_norm,aspect_ratio_norm,surface_pos_residue_frac_norm,surface_neg_residue_frac_norm,surface_hydrophobic_frac_norm,surface_polar_frac_norm,surface_hbond_donor_density_norm,surface_hbond_acceptor_density_norm,pos_patch_count_norm,neg_patch_count_norm,hyd_patch_count_norm,max_pos_patch_area_A2_norm,max_neg_patch_area_A2_norm,max_hyd_patch_area_A2_norm,ph_assumed_norm,ionic_strength_mM_norm,surface_net_charge_index_norm,surface_aromatic_frac_norm,max_pos_patch_size_res_norm,max_neg_patch_size_res_norm,surface_residue_count_norm,sasa_per_residue_A2_norm,net_charge_per_sasa_norm,max_hyd_patch_size_res_norm,effective_diameter_A_norm,effective_size_geom_A_norm,shape_anisotropy_index_norm,ph_distance_from_neutral_norm,electrostatic_interaction_score,transport_size_score,surface_interaction_score,protein_stability_score,overall_protein_interaction_profile
Malate dehydrogenase,Q60176,AF-Q60176-F1,34609.0,313,5.781003,-4.709673,14766.697402,19.551718,64.958153,64.958153,1.0,0.15655,0.15655,0.4377,0.169329,48.242812,45.830671,17,17,34,62.5,62.5,187.5,AF-Q60176-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.0,0.070288,5,5,313,https://alphafold.ebi.ac.uk/files/AF-Q60176-F1-model_v6.pdb,47.177947,-0.000319,15,v4,39.103436,64.958153,1.0,1.6189970000000002,0.19551463071126776,0.1954294720252167,0.30319183445796327,0.5764237676921574,0.19610112558268342,0.3118300511853666,0.2888976290546549,0.2888976290546549,0.0,0.304370304849942,0.3938779744921779,0.693425356321223,0.05047058642308111,0.5424494508509421,0.542449428803075,0.20588235294117646,0.18181818181818182,0.23076923076923075,0.3,0.5714285714285714,0.05511811023622047,0.0,0.0,0.31530110318686255,0.2811708571396904,0.3,0.5714285714285714,0.2004698512137823,0.30031344716933955,0.10871290271385496,0.05511811023622047,0.3118300511853666,0.2888976290546549,0.0,0.44830880194084527,0.5143753231772614,0.6881699488146333,,0.4113873077014514,
Invertase,A0A0H4SN03,AF-A0A0H4SN03-F1,58881.0,514,8.607706,4.508525,35566.375358,29.778202,131.953339,25.422147,5.190488,0.153696,0.118677,0.422179,0.233463,50.583658,48.054475,28,21,54,62.5,50.0,187.5,AF-A0A0H4SN03-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.035019,0.116732,5,4,514,https://alphafold.ebi.ac.uk/files/AF-A0A0H4SN03-F1-model_v6.pdb,69.195283,0.000127,15,v4,59.556404,57.91836652737051,5.190487609091396,1.207706,0.3690385124073293,0.3538219070133964,0.7347003326490856,0.7380016127990182,0.4772845659689193,0.5040431827168689,0.6415058401984024,0.0808122249566878,0.5684328354767132,0.29548144364574114,0.25354419404323436,0.6472323163781274,0.29744758853340314,0.6224679619465583,0.6224679498297223,0.3676470588235294,0.2337662337662338,0.3706293706293706,0.3,0.42857142857142855,0.05511811023622047,0.0,0.0,0.4112109858568596,0.538551058747901,0.3,0.42857142857142855,0.35787000783085354,0.44958984195635954,0.12286938581177592,0.05511811023622047,0.5040431827168689,0.2518459143993984,0.5684327516078123,0.3340638724517587,0.6656474149249133,0.3064792334138604,,0.6555303085549384,
Cholesterol oxidase,P9WMV9,AF-P9WMV9-F1,63024.0,578,9.385968,11.601274,22942.192555,23.361528,77.461258,77.461258,1.0,0.133218,0.088235,0.430796,0.230104,45.155709,42.897924,27,18,62,62.5,37.5,187.5,AF-P9WMV9-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.044983,0.105536,5,3,578,https://alphafold.ebi.ac.uk/files/AF-P9WMV9-F1-model_v6.pdb,39.692375,0.000506,15,v4,46.723056,77.461258,1.0,1.9859679999999997,0.3986573918514123,0.4042553191489362,0.8535054093830824,0.8623242948789478,0.3066227336020233,0.3834378012820795,0.3547038123197099,0.3547038123197099,0.0,0.231702151515529,0.14074507740534611,0.6728779207328505,0.2845122383277623,0.4369211992449802,0.4369212089215848,0.3529411764705882,0.19480519480519481,0.42657342657342656,0.3,0.2857142857142857,0.05511811023622047,0.0,0.0,0.438500345088244,0.4765058271312116,0.3,0.2857142857142857,0.40798747063429913,0.24956165771221978,0.13489922234565943,0.05511811023622047,0.3834378012820795,0.3547038123197099,0.0,0.5502428973125881,0.638053960532744,0.6165621987179205,,0.387227509405699,
Cellulase,A0A2K3MM93,AF-A0A2K3MM93-F1,26147.0,234,5.961978,-5.508409,17541.490317,21.705772,65.027527,65.027527,1.0,0.128205,0.111111,0.376068,0.311966,55.128205,52.371795,10,9,22,50.0,50.0,162.5,AF-A0A2K3MM93-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.017094,0.145299,4,4,234,https://alphafold.ebi.ac.uk/files/AF-A0A2K3MM93-F1-model_v6.pdb,74.963634,-0.000314,13,v4,43.411544,65.027527,1.0,1.4380220000000001,0.13501862350493649,0.1331757289204098,0.33081845475027505,0.5624234129927602,0.2336125630121261,0.35231683675389225,0.289262757409398,0.289262757409398,0.0,0.21608902565124768,0.22550930420412188,0.5099984226331312,0.599758930359371,0.777816876204074,0.7778168750042278,0.10294117647058824,0.07792207792207793,0.14685314685314685,0.2,0.42857142857142855,0.03937007874015748,0.0,0.0,0.36211807495535764,0.6968617171610815,0.2,0.42857142857142855,0.13860610806577917,0.4886989622035184,0.10887160768132044,0.03937007874015748,0.35231683675389225,0.289262757409398,0.0,0.39803909967581286,0.5562908815448769,0.6476831632461076,,0.4836894074172074,
Amylase,Q62599,AF-Q62599-F1,79412.0,703,9.247039,19.455828,65022.115983,41.442482,129.327515,129.327515,1.0,0.163585,0.112376,0.396871,0.27596,55.192034,52.432432,40,28,70,75.0,50.0,175.0,AF-Q62599-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.051209,0.100996,6,4,703,https://alphafold.ebi.ac.uk/files/AF-Q62599-F1-model_v6.pdb,92.492341,0.000299,14,v4,82.884964,129.327515,1.0,1.8470389999999988,0.515817468204208,0.5027580772261624,0.8322972937284859,1.0,0.8754862355131782,0.7232805849227757,0.6276856367076872,0.6276856367076872,0.0,0.326281005120283,0.23019660735591638,0.5719115603134494,0.46110152651766023,0.7799987803296431,0.7799987593157467,0.5441176470588236,0.3246753246753247,0.48251748251748255,0.39999999999999997,0.42857142857142855,0.047244094488188976,0.0,0.0,0.45555208641447836,0.4513463637925397,0.4000000000000001,0.42857142857142855,0.5058731401722788,0.6075426854513264,0.1283288366925885,0.047244094488188976,0.7232805849227757,0.6276856367076872,0.0,0.5116523767104125,0.7069571030927374,0.2767194150772243,,0.6887103361685695,
Esterase,Q9RLB8,AF-Q9RLB8-F1,84835.0,768,5.344252,-19.522453,38545.459163,31.693777,115.660667,115.660667,1.0,0.115885,0.121094,0.36849,0.294271,53.125,50.46875,31,33,71,50.0,50.0,162.5,AF-Q9RLB8-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.005208,0.13151,4,4,768,https://alphafold.ebi.ac.uk/files/AF-Q9RLB8-F1-model_v6.pdb,50.1894,-0.000506,13,v4,63.387554,115.660667,1.0,2.0557480000000004,0.5545872445076746,0.55397951142632,0.23651989612787672,0.3167833181767526,0.517557739200776,0.540047607056012,0.5557544560814627,0.5557544560814627,0.0,0.17771804806338684,0.2625000926344496,0.4874450525739352,0.5316163218780326,0.7093401453472412,0.7093401358909084,0.4117647058823529,0.38961038961038963,0.48951048951048953,0.2,0.42857142857142855,0.03937007874015748,0.0,0.0,0.30103745576845126,0.6204467744348817,0.2,0.42857142857142855,0.5567736883320281,0.32073094213378733,0.10277733693064595,0.03937007874015748,0.540047607056012,0.5557544560814627,0.0,0.5696257945307343,0.3760746045023495,0.4599523929439881,,0.49655075298781476,
Tyrosinase,P14679,AF-P14679-F1,60393.0,529,5.71416,-13.566266,28327.092098,33.012981,157.570801,20.0,7.87854,0.115312,0.10775,0.410208,0.302457,52.551985,49.924386,21,20,54,50.0,50.0,175.0,AF-P14679-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.007561,0.160681,4,4,529,https://alphafold.ebi.ac.uk/files/AF-P14679-F1-model_v6.pdb,53.548378,-0.000479,14,v4,66.025962,56.13747429302462,7.87854005,1.6858400000000007,0.3798480093224762,0.36564223798266354,0.2929879599990657,0.4211841848660446,0.37941927318489843,0.5648428672812159,0.7763353404831382,0.05227444980626972,0.9330626877203776,0.1759334238622631,0.21305552879449233,0.6116046582917413,0.5631402208906481,0.6897524376828095,0.6897524374336028,0.2647058823529412,0.2207792207792208,0.3706293706293706,0.2,0.42857142857142855,0.047244094488188976,0.0,0.0,0.3360091366220791,0.7821046389838678,0.2,0.42857142857142855,0.3696162881754111,0.3435046385523238,0.10363434375495954,0.047244094488188976,0.5648428672812159,0.24247274503477423,0.9330626438754279,0.46687588418149495,0.4693619163222852,0.12413625142697475,,0.5981609393366817,
β-Glucosidase,B1B611,AF-B1B611-F1,60622.0,532,5.641861,-17.210188,24007.316017,25.507254,123.861557,20.0,6.193078,0.12406,0.116541,0.411654,0.272556,51.315789,48.75,23,22,55,50.0,50.0,175.0,AF-B1B611-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.007519,0.193609,4,4,532,https://alphafold.ebi.ac.uk/files/AF-B1B611-F1-model_v6.pdb,45.126534,-0.000717,14,v4,51.014508,49.77179060471905,6.19307785,1.7581390000000008,0.3814851619637253,0.368006304176517,0.2819512034276396,0.35731301780091074,0.3210217584386008,0.4237680569074307,0.5989172760591048,0.05227444980626972,0.7044325272836334,0.20317930957156558,0.24562950666597502,0.6159081912959109,0.44799288343936283,0.6474948251177983,0.6474948325212992,0.29411764705882354,0.24675324675324678,0.37762237762237766,0.2,0.42857142857142855,0.047244094488188976,0.0,0.0,0.33589410720741447,0.9645827907054069,0.2,0.42857142857142855,0.3719655442443226,0.2864049735529481,0.09607998730360262,0.047244094488188976,0.4237680569074307,0.20896895958307987,0.7044324687143346,0.48695848787846735,0.44106040755972253,0.3414211201877911,,0.46977320970740816,
Subtilisin,P01051,AF-P01051-F1,8091.0,70,5.796122,-2.69493,4879.524028,12.533636,43.913994,43.913994,1.0,0.128571,0.114286,0.4,0.285714,52.857143,50.214286,3,3,7,50.0,50.0,175.0,AF-P01051-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.014286,0.2,4,4,70,https://alphafold.ebi.ac.uk/files/AF-P01051-F1-model_v6.pdb,69.707486,-0.000552,14,v4,25.067272,43.913994,1.0,1.603878,0.005933784682256554,0.003940110323089045,0.3054998155172227,0.611738460692257,0.06243994915112517,0.17992083208671367,0.17813827897217893,0.17813827897217893,0.0,0.21722894268023765,0.23727387930842828,0.5812239771668705,0.49866371940418064,0.7001838324900356,0.7001838285299518,0.0,0.0,0.04195804195804196,0.2,0.42857142857142855,0.047244094488188976,0.0,0.0,0.3544275369463525,0.9999999999999999,0.2,0.42857142857142855,0.010180109631949888,0.4530625516992229,0.10131725122996352,0.047244094488188976,0.17992083208671367,0.17813827897217893,0.0,0.44410917421024687,0.5499319944338814,0.8200791679132863,,0.30964613381771167,
Transaminase,P04693,AF-P04693-F1,43538.0,397,5.317765,-9.650981,17547.112939,21.457687,65.689247,65.689247,1.0,0.105793,0.11335,0.483627,0.221662,44.080605,41.876574,15,16,48,50.0,50.0,212.5,AF-P04693-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.007557,0.108312,4,4,397,https://alphafold.ebi.ac.uk/files/AF-P04693-F1-model_v6.pdb,44.199277,-0.00055,17,v4,42.915374,65.689247,1.0,2.0822350000000007,0.2593492854436398,0.2616233254531127,0.23247654046172128,0.4898118399976891,0.23368857323696204,0.3476539247759346,0.29274551369994756,0.29274551369994756,0.0,0.14628623752631773,0.2338056455138989,0.8301116359080124,0.2520024954173662,0.40017028895317064,0.4001702558472282,0.1764705882352941,0.16883116883116883,0.3286713286713287,0.2,0.42857142857142855,0.07086614173228345,0.0,0.0,0.294604024933995,0.49188967519908666,0.2,0.42857142857142855,0.2662490211433046,0.2801182192425707,0.10138073321694971,0.07086614173228345,0.3476539247759346,0.29274551369994756,0.0,0.5769831289907089,0.4250595610834881,0.6523460752240654,,0.33741702849696165,
Lignin peroxidase,S5RXM9,AF-S5RXM9-F1,37678.0,360,4.467624,-24.619599,16972.413765,22.872662,101.346397,20.0,5.06732,0.083333,0.127778,0.477778,0.225,43.611111,41.430556,10,16,43,37.5,50.0,212.5,AF-S5RXM9-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.044444,0.088889,3,4,360,https://alphafold.ebi.ac.uk/files/AF-S5RXM9-F1-model_v6.pdb,47.145594,-0.001451,17,v4,45.745324,45.0214164592808,5.06731985,2.9323760000000005,0.21745533575927423,0.23246650906225375,0.10269882198167624,0.22743984053881777,0.22591941973014862,0.3742492605520221,0.48041577221649645,0.05227444980626972,0.5517252979584106,0.07633395208611046,0.28726683909025563,0.8127040532376196,0.26485697561576726,0.38412130031900804,0.38412131416385,0.10294117647058824,0.16883116883116883,0.2937062937062937,0.09999999999999998,0.42857142857142855,0.07086614173228345,0.0,0.0,0.19357807210701022,0.384252614312077,0.10000000000000003,0.42857142857142855,0.23727486296006264,0.30009409550933197,0.0727820980796699,0.07086614173228345,0.3742492605520221,0.1839668507795236,0.5517252476749057,0.813128093506785,0.19153052354924405,0.4418423235563426,,0.17047713787069466,
Superoxide dismutase,P16462,AF-P16462-F1,113854.0,1055,8.94436,11.581673,59836.231706,55.202019,200.066849,200.066849,1.0,0.143128,0.117536,0.348815,0.277725,53.838863,51.146919,53,43,92,62.5,50.0,150.0,AF-P16462-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.025592,0.086256,5,4,1055,https://alphafold.ebi.ac.uk/files/AF-P16462-F1-model_v6.pdb,56.716807,0.000194,12,v4,110.404038,200.066849,1.0,1.5443599999999993,0.7620480851033408,0.7801418439716313,0.7860920288938039,0.8619807258493023,0.8053801124502914,0.9818996464881752,1.0,1.0,0.0,0.2625671180655047,0.24931635776165526,0.4288890277765375,0.4678984580785285,0.7337425427652047,0.7337425024601385,0.7352941176470589,0.5194805194805195,0.6363636363636364,0.3,0.42857142857142855,0.031496062992125984,0.0,0.0,0.3853923598558298,0.36966123392204997,0.3,0.42857142857142855,0.7815191855912295,0.36498642264548764,0.12499603237581337,0.031496062992125984,0.9818996464881752,1.0,0.0,0.4275767684115994,0.6545068863560699,0.018100353511824856,,0.9617216082444671,
Acid phosphatase,P0DM80,AF-P0DM80-F1,55467.0,487,5.963456,-8.319043,32544.682261,56.165028,169.754318,169.754318,1.0,0.135524,0.125257,0.445585,0.24846,50.924025,48.377823,23,21,54,62.5,50.0,200.0,AF-P0DM80-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.010267,0.102669,5,4,487,https://alphafold.ebi.ac.uk/files/AF-P0DM80-F1-model_v6.pdb,66.826863,-0.000256,16,v4,112.330056,169.754318,1.0,1.4365440000000005,0.34463135469019207,0.3325453112687155,0.3310440778738668,0.5131582328453956,0.4364353728899128,1.0,0.8404594722500005,0.8404594722500005,0.0,0.2388842517036465,0.27792558118853705,0.7168924086987317,0.35520032656079104,0.6341029266414087,0.6341028910102062,0.29411764705882354,0.2337662337662338,0.3706293706293706,0.3,0.42857142857142855,0.06299212598425197,0.0,0.0,0.34342031748118446,0.46061768145016035,0.3,0.42857142857142855,0.33672670321064996,0.43353207734117294,0.11071258530392003,0.06299212598425197,1.0,0.8404594722500005,0.0,0.3976285533575496,0.5298345328017839,0.0,,1.0,
Galactose oxidase,P0CS93,AF-P0CS93-F1,72823.0,680,8.299934,2.462554,27030.858743,27.089966,112.474625,63.667633,1.76659,0.094118,0.072059,0.383824,0.344118,51.029412,48.477941,22,17,65,37.5,37.5,162.5,AF-P0CS93-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.022059,0.114706,3,3,680,https://alphafold.ebi.ac.uk/files/AF-P0CS93-F1-model_v6.pdb,39.751263,9.1e-05,13,v4,54.179932,84.62265149658586,1.766590333270282,0.899934,0.46871179679289665,0.4846335697399527,0.6877175992295229,0.7021395511107003,0.36189595599348234,0.4535161139945476,0.5389857203360489,0.2821053805989938,0.10398667824561092,0.10992413011249672,0.08080688311014608,0.5330815498671141,0.7235747623962167,0.6377054322435856,0.6377054091674477,0.27941176470588236,0.18181818181818182,0.44755244755244755,0.09999999999999998,0.2857142857142857,0.03937007874015748,0.0,0.0,0.37571619504606657,0.5273235096897184,0.10000000000000003,0.2857142857142857,0.4878621769772905,0.2499609152943459,0.12172671004602445,0.03937007874015748,0.4535161139945476,0.392395567517279,0.10398671781092772,0.24857357376125708,0.666557556103562,0.5118216467351431,,0.6833841292556725,
Manganese peroxidase,K7N5M8,AF-K7N5M8-F1,50225.0,464,5.344423,-17.206772,18399.285287,21.819067,68.716911,68.716911,1.0,0.127155,0.131466,0.443966,0.200431,45.905172,43.609914,21,21,52,50.0,62.5,200.0,AF-K7N5M8-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.00431,0.109914,4,5,464,https://alphafold.ebi.ac.uk/files/AF-K7N5M8-F1-model_v6.pdb,39.653632,-0.000935,16,v4,43.638134,68.716911,1.0,2.0555770000000004,0.3071555723957477,0.3144208037825059,0.2365460000210663,0.3573728939197449,0.24520878778641547,0.3544462867913501,0.3086806763694612,0.3086806763694612,0.0,0.21281877187955492,0.3009322731011791,0.7120739993392916,0.17024291809793735,0.46254053233278425,0.4625405471302413,0.2647058823529412,0.2337662337662338,0.35664335664335667,0.2,0.5714285714285714,0.06299212598425197,0.0,0.0,0.30349689420580406,0.5007675298837898,0.2,0.5714285714285714,0.31871574001566166,0.2492989821840254,0.08916045072210761,0.06299212598425197,0.3544462867913501,0.3086806763694612,0.0,0.5695782955994602,0.3905414708445387,0.64555371320865,,0.34872737183967917,
RNase A,Q9BUL9,AF-Q9BUL9-F1,20632.0,199,9.663376,6.309001,16041.508629,29.844463,97.216988,97.216988,1.0,0.135678,0.085427,0.447236,0.221106,44.221106,42.01005,9,6,22,62.5,37.5,200.0,AF-Q9BUL9-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.050251,0.050251,5,3,199,https://alphafold.ebi.ac.uk/files/AF-Q9BUL9-F1-model_v6.pdb,80.610596,0.000393,16,v4,59.688926,97.216988,1.0,2.263375999999999,0.09559112648970167,0.10559495665878645,0.8958529462365129,0.7695606042902642,0.21333484465319702,0.5052885994513407,0.45868191927113877,0.45868191927113877,0.0,0.23936388892349467,0.130340376021758,0.7218060553030775,0.24986136570187456,0.4049731170022799,0.4049730856436278,0.08823529411764706,0.03896103896103896,0.14685314685314685,0.3,0.2857142857142857,0.06299212598425197,0.0,0.0,0.45292832024189045,0.1701311727967459,0.3,0.2857142857142857,0.11119812059514489,0.5269850713340373,0.13131249008093954,0.06299212598425197,0.5052885994513407,0.45868191927113877,0.0,0.6272989413293754,0.5869374865815524,0.49471140054865925,,0.42291371607573497,
Cutinase,Q79FA4,AF-Q79FA4-F1,18787.0,187,5.553533,-4.673814,9825.863725,16.253756,52.724396,52.724396,1.0,0.058824,0.053476,0.497326,0.283422,40.0,38.0,4,3,23,25.0,25.0,212.5,AF-Q79FA4-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.005348,0.090909,2,2,187,https://alphafold.ebi.ac.uk/files/AF-Q79FA4-F1-model_v6.pdb,52.544726,-0.000476,17,v4,32.507512,52.724396,1.0,1.8464670000000005,0.08240096656348075,0.09613869188337275,0.26846755034196856,0.5770523091866758,0.12930775432886182,0.2498428028122311,0.22450907475857013,0.22450907475857013,0.0,0.0,0.01194984400358684,0.8708821052192984,0.4898373357568663,0.26068057605906025,0.26068057144592527,0.01470588235294118,0.0,0.15384615384615383,0.0,0.14285714285714285,0.07086614173228345,0.0,0.0,0.3299481819874892,0.39544691297818213,0.0,0.14285714285714285,0.10180109631949882,0.3366999301089053,0.10372956673543883,0.07086614173228345,0.2498428028122311,0.22450907475857013,0.0,0.5114934913964437,0.49870331791850325,0.750157197187769,,0.31166778189625427,
Thermolysin,P03956,AF-P03956-F1,54007.0,469,6.472733,-4.290739,25154.886134,26.895493,112.745087,59.260372,1.902538,0.149254,0.123667,0.405117,0.247335,52.025586,49.424307,24,20,48,62.5,50.0,175.0,AF-P03956-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.025586,0.17484,5,4,469,https://alphafold.ebi.ac.uk/files/AF-P03956-F1-model_v6.pdb,53.635152,-0.000171,14,v4,53.790986,81.73931610181458,1.9025376182248739,0.9272670000000005,0.3341936129599577,0.31836091410559497,0.4087874253119529,0.5837669005866774,0.3365353502482958,0.44986087292358645,0.5404092124956551,0.2589091405399901,0.1224278018372757,0.2816467129277803,0.2720340301914198,0.5964530078600486,0.35086800474437374,0.6717582320741442,0.6717582338183179,0.30882352941176466,0.2207792207792208,0.3286713286713287,0.3,0.42857142857142855,0.047244094488188976,0.0,0.0,0.3853759270823063,0.8605700225548492,0.3,0.42857142857142855,0.32263116679718085,0.34409296176641513,0.11341056975083322,0.047244094488188976,0.44986087292358645,0.37722003332773657,0.12242774340725582,0.25616590293385083,0.6312210318894484,0.509329879273995,,0.6744236354692572,
Hexokinase,Q969A8,AF-Q969A8-F1,51468.0,468,5.855405,-8.779362,19020.437908,22.79883,80.322617,80.322617,1.0,0.143162,0.136752,0.405983,0.228632,50.854701,48.311966,23,22,48,62.5,62.5,175.0,AF-Q969A8-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.00641,0.096154,5,5,468,https://alphafold.ebi.ac.uk/files/AF-Q969A8-F1-model_v6.pdb,40.641961,-0.000462,14,v4,45.59766,80.322617,1.0,1.5445950000000002,0.3160419511427897,0.31757289204097716,0.31454962311931756,0.5050896979666974,0.25360592890308,0.3728615421605169,0.3697636806277113,0.3697636806277113,0.0,0.26267301199715953,0.32051890113310466,0.5990303658003052,0.2788436359155254,0.6317331837094973,0.6317331768900536,0.29411764705882354,0.24675324675324678,0.3286713286713287,0.3,0.5714285714285714,0.047244094488188976,0.0,0.0,0.3328567829011514,0.424513297385965,0.3,0.5714285714285714,0.321848081440877,0.25599980148312046,0.10417394064434218,0.047244094488188976,0.3728615421605169,0.3697636806277113,0.0,0.4276420447206605,0.5095821724252438,0.6271384578394831,,0.4764730666221215,
Ketoreductase,P9WIB7,AF-P9WIB7-F1,41348.0,381,9.093024,3.564598,17044.992621,20.354479,65.270226,65.270226,1.0,0.133858,0.099738,0.506562,0.175853,40.944882,38.897638,18,13,48,62.5,37.5,225.0,AF-P9WIB7-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.034121,0.097113,5,3,381,https://alphafold.ebi.ac.uk/files/AF-P9WIB7-F1-model_v6.pdb,44.737513,0.000209,18,v4,40.708958,65.270226,1.0,1.6930239999999994,0.24369267284828816,0.24901497241922776,0.8087862346080529,0.7214563302396522,0.22690058744209823,0.32691844380216045,0.29054012770039733,0.29054012770039733,0.0,0.23369544905256076,0.18336804037379853,0.898369955030163,0.0755942020055762,0.292980031384634,0.2929800300211045,0.22058823529411764,0.12987012987012986,0.3286713286713287,0.3,0.2857142857142857,0.07874015748031496,0.0,0.0,0.4087515474195068,0.4298278183863584,0.3,0.2857142857142857,0.2537196554424432,0.28376743137361987,0.12547214727820982,0.07874015748031496,0.32691844380216045,0.29054012770039733,0.0,0.4688713948380604,0.6069945433026158,0.6730815561978396,,0.4070262291274886,
Luciferase,Q8W209,AF-Q8W209-F1,137005.0,1238,5.902297,-24.234352,57378.00702,39.031372,130.547073,130.547073,1.0,0.142973,0.132472,0.396607,0.229402,50.484653,47.96042,62,57,123,62.5,62.5,175.0,AF-Q8W209-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.010501,0.132472,5,5,1238,https://alphafold.ebi.ac.uk/files/AF-Q8W209-F1-model_v6.pdb,46.34734,-0.000422,14,v4,78.062744,130.547073,1.0,1.4977030000000005,0.9275577829092703,0.9243498817966904,0.3217078907184172,0.23419250305419037,0.7721482481919093,0.677962271847928,0.6341043988671959,0.6341043988671959,0.0,0.2620843663182548,0.30465988335470107,0.5711258530429787,0.2818088695143177,0.6190836159917106,0.6190835949157276,0.8676470588235294,0.7012987012987013,0.8531468531468531,0.3,0.5714285714285714,0.047244094488188976,0.0,0.0,0.3440611956486016,0.6257779206313141,0.3,0.5714285714285714,0.9248238057948316,0.29468197484022296,0.10544358038406604,0.047244094488188976,0.677962271847928,0.6341043988671959,0.0,0.41461678223351095,0.4341245288917461,0.32203772815207204,,0.7299114461522075,
Creatine kinase,P12277,AF-P12277-F1,42644.0,381,5.343513,-15.394199,16901.620049,21.554159,76.081657,76.081657,1.0,0.144357,0.149606,0.406824,0.215223,50.918635,48.372703,19,20,39,62.5,62.5,175.0,AF-P12277-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.005249,0.112861,5,5,381,https://alphafold.ebi.ac.uk/files/AF-P12277-F1-model_v6.pdb,44.361207,-0.000911,14,v4,43.108318,76.081657,1.0,2.0564870000000006,0.252957955918414,0.24901497241922776,0.23640708456608073,0.38914392329434483,0.22496238469024485,0.3494671760581061,0.3474427138774707,0.3474427138774707,0.0,0.266394872242086,0.36814782976011373,0.6015333196429792,0.227206210816556,0.633918677111621,0.6339186594737685,0.23529411764705882,0.2207792207792208,0.26573426573426573,0.3,0.5714285714285714,0.047244094488188976,0.0,0.0,0.3009251651493739,0.5170990141258749,0.3,0.5714285714285714,0.2537196554424432,0.2812160962340406,0.08992223456594192,0.047244094488188976,0.3494671760581061,0.3474427138774707,0.0,0.569831067689866,0.39915561783198783,0.6505328239418939,,0.34455933798726296,
Pyruvate kinase,Q59636,AF-Q59636-F1,15592.0,143,5.475778,-3.674912,7933.375882,14.50593,48.21508,48.21508,1.0,0.146853,0.153846,0.468531,0.167832,46.853147,44.51049,7,8,17,62.5,62.5,200.0,AF-Q59636-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.006993,0.083916,5,5,143,https://alphafold.ebi.ac.uk/files/AF-Q59636-F1-model_v6.pdb,55.478153,-0.000463,16,v4,29.01186,48.21508,1.0,1.9242220000000003,0.05955947010587873,0.06146572104018913,0.25659791165801393,0.5945612011233574,0.1037238850156178,0.21699132533158577,0.20077570012114648,0.20077570012114648,0.0,0.27416873263650976,0.3838586324190931,0.7851834656238185,0.04470571019270164,0.4949457174905718,0.49494572294254024,0.058823529411764705,0.06493506493506494,0.11188811188811189,0.3,0.5714285714285714,0.06299212598425197,0.0,0.0,0.29614870564520546,0.3566935810118094,0.3,0.5714285714285714,0.06734534064212999,0.3565884128450049,0.10414219965084909,0.06299212598425197,0.21699132533158577,0.20077570012114648,0.0,0.5330916165497388,0.4764774218654136,0.7830086746684142,,0.26828993979264254,
